24;2784034816; 2248146959; 3076587520; 1244398411; 6;112;0
5;2219442176; 1485504533; 3713728512; 607912778; 7;112;0
31;2334916608; 1637482514; 1614217216; 2706768715; 6;112;0
10;3237085184; 1633091602; 2676555776; 1644626763; 6;112;0
12;1972699136; 188284944; 4263247874; 58065732; 13;110;0
14;3161391104; 1628438546; 2960261120; 1360921419; 6;112;0
18;4214423552; 1670774801; 1010958336; 3310093130; 7;112;0
7;2274557952; 1784545298; 3891593216; 430113609; 8;112;0
21;1798242304; 1477509141; 1077870592; 3243115339; 6;112;0
11;1035862016; 1556611090; 2814377984; 1506804555; 6;112;0
32;2372141056; 2211119119; 3117350912; 1203635019; 6;112;0
8;2144993280; 1958739983; 3136815104; 1184826187; 6;112;0
2;2705981440; 1604255762; 2977628160; 1344013131; 6;112;0
3;252772352; 1515716626; 801439744; 3520201547; 6;112;0
13;1442316288; 1462763541; 3425566720; 895615819; 6;112;0
28;449839104; 2935422992; 1066205185; 3254846279; 10;112;0
16;1955725312; 1999634447; 3166502912; 1154548554; 7;112;0
4;1826226176; 1979711503; 2696740864; 1625031498; 7;110;0
17;1139671040; 1392771093; 3320053760; 1000932171; 6;112;0
20;1159725056; 247398416; 2449408002; 1871708996; 13;110;0
30;2291531776; 1631453202; 2285371392; 2035680074; 7;112;0
33;1104347136; 1330839573; 2277834752; 2043216715; 6;110;0
19;928251904; 1484980245; 3548315648; 772735819; 6;110;0
9;3304259584; 654639119; 1815150593; 2506621767; 10;110;0
25;1428750336; 1984233487; 1076953088; 3244032843; 6;112;0
6;2046296064; 1638662162; 2118189056; 2203583306; 7;110;0
22;1891172352; 1843003410; 3553230848; 767755083; 6;112;0
29;4114743296; 2058354702; 3095396352; 1225655115; 6;110;0
23;458293248; 1551564821; 633405440; 3687646026; 7;112;0
27;232128512; 1473839125; 4170645504; 150340426; 7;112;0
15;61276160; 1569783829; 3135373312; 1185940297; 8;110;0
26;568000512; 1608056850; 2254241792; 2066809675; 6;110;0
