Random seed: 24018
55;562692096; 2949644306; 3246260224; 1074725707; 6;112;0
30;4048158720; 2081685521; 2189688832; 2131362634; 7;112;0
27;782958592; 3164667922; 3379888128; 941097803; 6;112;0
47;401473536; 1128792084; 1726414852; 2594636608; 17;112;0
16;1410727936; 2651652111; 2616393728; 1704657739; 6;110;0
9;2254962688; 1585184786; 500039680; 3821601611; 6;112;0
56;1308950528; 2648965135; 3216048128; 1104937803; 6;112;0
14;1906507776; 2095906834; 3651272704; 669909835; 6;112;0
17;3999203328; 1012924434; 1487273985; 2833777480; 9;110;0
49;2204631040; 1853751314; 2700279808; 1621820234; 7;112;0
19;1132593152; 2881224722; 3236888576; 1084162891; 6;110;0
25;2193358848; 1781071890; 4018995200; 301990730; 304611335;112;0
13;3239641088; 1936850961; 361365504; 3959817035; 6;112;0
37;2068578304; 2065891346; 576651264; 3744334667; 6;112;0
8;1166671872; 2830303247; 2631073792; 1690567499; 6;112;0
52;51314688; 2735276046; 3271163904; 1049822027; 6;112;0
32;1367212032; 3250257935; 2805071872; 1515979595; 6;110;0
50;1998979072; 1894055954; 1578172416; 2742944586; 7;110;0
10;1191444480; 2137063442; 1631911936; 2689270603; 6;112;0
35;3980984320; 2007302163; 2139750400; 2181301067; 6;110;0
22;1985675264; 1947074578; 2441281536; 1879704395; 6;112;0
51;3943104512; 1607860244; 1888616448; 2432369483; 6;112;0
46;1858338816; 1847853074; 3086155776; 1234830154; 7;112;0
54;1758855168; 1869217810; 1736769536; 2584281930; 7;112;0
5;906887168; 2651193359; 2842624000; 1479017291; 6;112;0
48;100794368; 3008299026; 3155034112; 1165951819; 6;112;0
4;4141219840; 2877947921; 3240951808; 1080755019; 6;110;0
11;1060831232; 2246049812; 1642397696; 2678915913; 8;110;0
43;4213768192; 2058682388; 70451200; 4250534731; 6;112;0
29;424083456; 2507407375; 3309436928; 1012466506; 7;112;0
34;1277755392; 2420834322; 2427715584; 1893270347; 6;112;0
36;140836864; 2803302418; 3338600448; 982385483; 6;112;0
31;1145503744; 528613397; 3545169921; 775947079; 10;110;0
23;3852206080; 1727332372; 298254336; 4022731595; 6;112;0
42;1216282624; 1759182866; 319946752; 4001432395; 6;112;0
45;3224174592; 700907536; 3910991876; 410059585; 16;112;0
44;1346240512; 1123483666; 3285843969; 1035273031; 10;110;0
7;3574530048; 1771110420; 2539126784; 1782514507; 6;112;0
57;149880832; 2858811407; 3084517376; 1236468555; 6;112;0
24;3879534592; 2042429457; 1724841984; 2596143947; 6;112;0
20;4058513408; 2923036689; 1800863744; 2520122187; 6;112;0
2;852164608; 2012938258; 520683520; 3801023307; 6;110;0
21;3317432320; 2524512270; 3069509632; 1251476299; 6;112;0
18;784269312; 2088501265; 1146486784; 3174564682; 7;112;0
15;3281584128; 1959985172; 2151940096; 2169242443; 6;112;0
26;727252992; 1740636178; 729612288; 3591373643; 6;112;0
3;3170828288; 1807548436; 3159359488; 1162281803; 6;112;0
6;666435584; 2034302994; 1859256320; 2462384971; 6;112;0
39;786300928; 2289434642; 2974089216; 1346896715; 6;112;0
28;796852224; 2735931409; 2797076480; 1523974987; 6;110;0
41;3919183872; 2077622286; 1421803520; 2899182411; 6;112;0
53;3977052160; 2589786126; 2765553664; 1555432267; 6;112;0
12;3650748416; 2854944785; 3695902720; 625279819; 6;112;0
33;3909222400; 2687565838; 2865233920; 1455752011; 6;112;0
38;3303538688; 2411659282; 4197449729; 123601732; 13;112;0
40;3671326720; 2824077329; 3381854208; 939197259; 6;110;0
