Random seed: 11357
6;1513553920; 2713976863; 463011842; 3858629447; 10;848;0
11;422969344; 4045406250; 3698720768; 622461769; 8;848;0
4;879755264; 3207397413; 4281532418; 40108870; 11;848;0
3;4149870592; 2707095575; 3966042117; 355926853; 12;848;0
8;3931242496; 173342758; 228786177; 4092855114; 7;848;0
10;3826057216; 4076666918; 260112384; 4061070154; 7;848;0
9;2939289600; 128516143; 2625961985; 1695679305; 8;848;0
5;76677120; 1712652324; 357236737; 3964404554; 7;848;0
2;3134128128; 2524839956; 26804229; 4294837062; 11;848;0
7;58785792; 1142489118; 2072969217; 2248672074; 7;848;0
