3;2;19
2;2;19
2;3;19
4;3;183
3;3;18
6;3;280
7;4;223
5;4;55
2;4;19
6;4;107
3;4;19
4;4;70
3;5;18
4;5;244
9;5;355
7;5;83
2;5;640
3;6;19
6;5;343
5;5;1018
6;6;171
8;5;2744
2;6;1608
4;6;2271
11;5;3103
11;6;2569
8;6;1108
7;6;236
5;6;456
7;7;147
2;7;19
10;5;4837
10;6;1245
5;7;211
4;7;63
3;7;18
6;7;982
2;8;19
7;8;147
9;7;5033
3;8;18
5;8;288
6;8;123
8;7;5358
11;8;1669
4;8;513
8;8;3477
2;9;19
7;9;1069
10;8;4820
6;9;2194
10;9;1836
3;9;18
2;10;19
11;9;1112
9;8;6058
3;10;19
5;10;741
7;10;203
10;10;151
6;10;91
3;11;19
9;9;6492
8;9;7472
6;11;388
4;9;5866
11;10;4120
11;11;2001
7;11;131
2;11;373
10;11;108
6;12;171
10;12;675
5;11;1769
9;11;2664
4;11;1990
8;11;2674
7;12;863
8;12;232
9;12;324
5;12;228
3;12;937
11;12;3338
2;12;701
9;13;1053
6;13;59
4;12;1016
4;13;195
2;13;19
11;13;296
8;13;469
7;13;273
10;13;885
3;13;19
5;13;180
7;14;192
5;14;288
3;14;19
10;14;163
11;14;95
8;14;264
6;14;232
9;14;231
4;14;513
2;14;18
8;15;372
7;15;224
6;15;264
4;15;153
5;15;211
2;15;19
3;15;18
10;15;195
11;15;130
6;16;123
4;16;260
7;16;83
2;16;19
5;16;991
9;15;3276
9;16;1232
3;16;19
10;16;180
11;16;615
8;16;295
7;17;256
8;17;328
9;17;788
6;17;728
2;17;499
4;17;916
3;17;670
5;17;1279
7;18;785
2;18;19
3;18;264
9;18;357
10;17;3817
5;18;163
11;17;3433
7;19;68
11;18;2328
8;18;436
4;18;243
10;18;1474
6;18;1098
2;19;19
6;19;203
9;19;401
10;19;289
5;19;71
11;19;236
3;19;19
4;19;228
8;19;609
11;20;284
3;20;19
6;20;385
2;20;374
7;20;390
8;20;2247
10;20;1320
5;20;2818
4;20;2110
9;20;1655
2;21;390
5;21;132
6;21;681
9;21;416
7;21;95
4;21;1014
3;21;732
5;22;180
2;22;311
3;22;20
8;21;2305
11;21;2891
8;22;951
7;22;1956
10;21;3305
4;22;1366
9;22;1469
10;22;2351
11;22;1797
6;22;825
9;23;324
7;23;159
2;23;483
10;23;212
11;23;204
5;23;1193
3;23;327
8;23;1884
4;23;692
6;23;618
7;24;268
5;24;212
10;24;135
3;24;19
9;24;243
11;24;127
2;24;426
6;24;248
8;24;1323
4;24;786
3;25;19
10;25;119
6;25;176
5;25;244
9;25;232
7;25;191
2;25;390
4;25;1115
11;25;1111
8;25;2431
3;26;19
9;26;1556
