8;140247040; 3883860006; 3432644612; 888996678; 11;3398;0
5;383320064; 1024983063; 2371747844; 1949893447; 10;3398;0
2;2824208384; 32440339; 1907359750; 2414281537; 16;3398;0
10;3962109952; 232783915; 2096562181; 2224620358; 11;3398;0
7;3941793792; 691470361; 1922826244; 2398880583; 10;3396;0
3;3884253184; 1534722070; 3797942279; 523699008; 17;3398;0
9;3500867584; 3892969506; 4118806532; 202834758; 11;3398;0
11;2431975424; 4091871278; 1870397444; 2450785094; 11;3398;0
4;1255669760; 2783379484; 2478899207; 1842742080; 17;3398;0
6;300154880; 2409431071; 1993277447; 2334720832; 300941329;3398;0
