7;43;58
2;42;1411
3;43;19
2;43;1378
5;41;6071
4;39;10495
7;44;59
3;44;19
5;42;5963
9;41;6830
5;43;3639
5;44;2680
3;45;19
2;44;1404
7;45;109
3;46;19
5;45;1399
2;45;763
7;46;216
10;40;9971
2;46;19
6;42;8450
10;41;11001
3;47;19
2;47;19
7;47;135
6;46;3908
5;46;4087
5;47;3196
2;48;19
6;47;3092
5;48;139
3;48;561
7;48;1101
11;47;2911
2;49;19
10;46;3668
6;48;2238
3;49;19
3;50;20
7;49;920
5;49;1289
7;50;948
7;51;231
4;42;19493
3;51;437
9;42;19846
6;49;4622
11;49;6502
6;50;4147
2;50;2827
5;50;5322
4;49;5633
10;48;7220
3;52;18
7;52;93
2;51;1891
11;50;4802
3;53;378
10;50;5497
7;53;843
11;52;3889
5;52;2602
6;52;3014
8;48;12205
2;52;2710
11;53;2255
3;54;19
7;54;248
4;52;5055
6;54;627
5;54;915
11;54;1162
3;55;551
6;55;1450
7;55;43
3;56;19
10;53;3126
2;54;3296
8;51;10065
6;56;576
8;52;9850
7;56;959
4;54;6212
5;55;5525
8;55;3595
3;57;19
5;56;3400
10;54;4441
2;57;513
5;57;1889
3;58;341
6;57;1874
10;55;4363
10;56;3844
7;57;3308
2;58;19
7;58;135
7;59;653
6;58;2857
2;59;374
3;59;19
5;58;3808
2;60;748
3;60;23
7;60;698
9;52;15174
4;57;7970
5;59;4681
2;61;21
4;59;2245
7;61;231
3;61;19
5;60;3629
3;62;19
2;62;754
4;60;3898
7;62;839
7;63;248
3;63;19
2;63;19
5;61;4933
5;62;3446
5;63;2279
7;64;43
3;64;19
2;64;1076
5;64;1978
5;65;695
7;65;151
3;65;19
2;65;19
7;66;76
3;66;18
5;66;232
11;58;17190
8;59;14607
8;60;13792
4;61;10009
2;66;961
2;67;19
10;57;19169
6;59;17709
3;67;1984
4;67;140
11;66;4628
8;67;1929
3;68;624
10;65;4397
6;68;437
5;68;183
7;68;428
8;68;1210
10;66;2460
5;69;1446
3;69;19
2;68;1326
10;67;3190
8;69;1256
2;69;1011
7;69;1135
3;70;19
9;66;4711
10;68;1562
6;69;1503
11;68;3473
4;69;525
7;70;168
2;70;19
11;69;3815
10;69;2532
7;71;1492
2;71;656
11;70;3391
3;71;397
3;72;19
9;67;7455
5;70;3470
4;70;3524
2;72;1124
7;72;184
5;71;3586
9;68;8079
10;70;4314
2;73;19
3;73;19
8;70;6475
7;73;219
6;71;4882
11;71;5463
10;71;3674
5;72;4446
3;74;483
2;74;859
7;74;1634
4;71;7056
5;73;3674
11;73;4299
8;71;8267
7;75;1476
3;75;975
2;75;1143
6;74;3254
4;72;6524
10;73;3056
6;75;1664
5;75;2395
2;76;999
5;76;1914
8;73;6146
3;76;624
7;76;882
4;74;3704
2;77;326
3;77;326
5;77;1478
8;74;6032
3;78;293
8;75;5206
4;76;2887
7;77;2150
5;78;1025
6;76;5845
7;78;476
9;75;7084
2;78;2245
10;74;8123
9;76;3673
10;75;6027
3;79;366
9;77;3329
6;77;4115
2;79;342
5;80;91
3;80;19
4;79;621
2;80;19
9;78;2459
6;79;3264
11;76;9068
8;78;4023
9;79;1105
7;79;890
8;79;3055
3;81;19
10;78;4761
2;81;998
7;80;168
5;81;1650
7;81;526
3;82;19
9;80;3427
3;83;23
4;80;3227
4;81;3197
5;82;1823
2;82;1482
7;82;183
9;81;3910
7;83;232
5;83;1211
2;83;1178
3;84;20
9;82;2986
11;77;15225
5;84;1634
3;85;279
8;81;8549
2;84;1060
4;83;2578
6;80;9552
5;85;996
6;81;10622
8;82;6770
9;83;4856
8;83;5064
2;86;490
7;84;2554
6;85;3120
7;85;2021
3;86;916
6;86;2500
2;87;19
7;86;616
8;84;6630
8;85;5581
10;83;7716
3;87;1139
10;84;6606
11;86;4611
2;88;2048
6;87;3150
3;88;1166
3;89;20
7;87;1075
7;88;622
5;87;5540
3;90;19
4;85;7868
8;86;7893
5;89;3414
2;89;1416
2;90;19
8;87;6255
5;91;524
10;85;9997
6;88;6725
7;89;1084
4;87;6907
2;91;684
3;91;1838
10;86;8795
7;90;2382
7;91;444
2;92;19
3;92;19
5;92;493
4;88;8880
9;87;9067
6;90;5755
10;88;8772
4;91;3669
2;93;18
6;91;5106
3;93;19
7;92;276
5;93;3087
11;90;9288
8;91;6547
3;94;23
7;93;932
3;95;19
2;94;810
4;92;4585
7;94;231
5;94;2092
8;93;3972
3;96;279
2;95;576
5;95;1782
10;90;9136
7;95;91
4;93;3666
9;90;9652
6;94;5063
10;91;8375
4;94;3758
2;96;18
8;95;3081
4;95;2017
2;97;501
3;97;374
10;93;7734
9;92;11299
8;97;2674
3;98;19
7;96;2264
2;98;1732
7;97;1542
3;99;19
5;96;5881
7;98;59
2;99;279
5;97;6252
3;100;19
5;98;2591
11;95;9988
2;100;374
6;96;8443
5;99;2181
2;101;21
5;100;461
5;101;199
3;101;967
4;96;9763
7;99;3336
7;100;2538
6;97;10833
2;102;20
6;98;9606
9;93;16567
3;102;968
10;100;3154
3;103;638
6;102;1860
4;97;10759
9;94;17510
2;103;842
5;102;745
6;103;325
7;102;552
7;103;201
10;101;3610
8;100;8207
10;102;2189
3;104;19
2;104;781
4;102;3359
8;102;4572
6;104;1011
9;101;6770
2;105;19
7;104;634
11;103;5236
3;105;633
3;106;716
5;104;3179
6;105;2506
2;106;357
4;104;4024
7;105;229
9;104;3438
4;105;2527
3;107;19
9;105;2379
7;106;1076
11;104;7255
4;106;1232
2;107;23
5;105;4380
5;106;3736
6;106;5654
10;103;10505
3;108;1233
2;108;264
6;107;3818
5;107;3040
5;108;461
7;108;460
2;109;20
11;106;5220
3;110;872
9;106;6254
2;110;498
3;111;19
7;109;2652
4;107;5837
8;105;11917
5;109;2120
7;110;1357
9;109;3160
2;111;947
8;110;3331
4;111;783
3;112;19
8;111;768
6;108;7316
9;110;2079
9;111;798
10;105;12075
5;111;75
2;112;19
6;109;6345
5;112;124
7;111;712
8;112;163
2;113;357
3;113;326
9;112;1534
3;114;19
2;114;327
4;112;2497
6;110;9607
8;113;2907
7;112;2899
5;113;1259
3;115;733
7;113;1599
7;114;184
4;113;2199
2;115;1091
11;110;9124
2;116;20
5;114;2109
3;116;482
9;113;3961
8;114;4743
6;113;8045
7;115;3179
6;114;7121
3;117;1507
2;117;1812
4;114;5570
7;116;1732
5;115;4026
5;116;3081
7;117;1196
3;118;19
5;117;1010
11;112;11287
7;118;55
4;115;6774
3;119;19
2;118;1998
6;117;4642
8;115;8691
11;113;11617
7;119;680
3;120;583
6;118;5051
4;116;8066
3;121;19
7;120;216
9;116;7708
2;119;3643
11;115;10708
5;118;4554
4;119;3945
5;120;1235
7;121;136
5;121;140
8;119;5162
6;119;5407
9;118;7462
3;122;19
5;122;43
6;120;4969
2;122;827
3;123;405
10;114;16758
4;120;5058
7;122;803
11;119;7086
11;120;6650
7;123;694
3;124;525
9;119;9648
8;122;5019
3;125;20
9;122;4706
2;123;3404
7;124;276
4;124;2102
8;123;4800
9;123;3448
6;123;5762
5;124;2556
3;126;19
2;126;702
7;125;208
8;124;3674
5;125;2179
8;125;3517
10;121;9889
2;127;19
7;126;446
5;126;91
3;127;718
6;124;6615
4;126;561
6;126;2965
11;126;2969
2;128;19
6;127;2292
10;126;2271
3;128;906
9;125;5635
11;127;2167
4;127;3056
5;127;1673
6;128;1982
2;129;958
3;129;19
5;128;746
9;126;4798
10;127;2982
6;129;2443
11;128;2532
7;128;1178
7;129;75
3;130;19
5;129;1386
10;128;3347
6;130;1790
2;130;859
8;127;8346
3;131;19
11;129;3318
7;130;539
5;130;1901
11;130;2671
4;128;5618
7;131;55
4;129;4738
8;128;8620
3;132;280
5;131;773
10;129;4297
6;131;3060
2;132;373
11;131;2267
7;132;460
3;133;525
5;132;1978
6;132;2751
2;133;655
4;131;4024
5;133;310
3;134;680
6;133;2981
7;133;484
8;131;5330
10;131;5781
9;128;12596
3;135;19
8;132;6628
5;134;2142
2;134;1984
3;136;19
4;133;3588
9;133;4724
4;134;2764
6;134;5269
7;134;2388
2;136;279
4;135;2116
3;137;481
7;135;1263
5;135;2289
8;135;3334
11;132;8054
2;137;1045
3;138;20
5;136;2587
11;133;8084
4;136;3339
9;135;6581
3;139;19
5;137;1571
2;138;1084
6;135;8406
2;139;654
7;136;5341
4;137;3121
6;137;5515
7;137;3757
8;136;8102
3;140;592
7;138;1109
11;136;6457
2;140;19
3;141;280
7;140;857
5;138;5994
2;141;873
3;142;19
8;137;9703
8;138;9262
5;139;6039
2;142;506
3;143;20
5;140;4077
2;143;19
4;139;6368
5;141;2899
5;142;2597
5;143;232
9;138;7289
8;141;6835
2;144;264
3;144;764
8;142;5597
4;142;3922
7;141;5403
7;142;5272
5;144;1697
2;145;1768
6;138;15541
4;144;1773
7;143;4476
10;138;14198
7;144;2304
8;143;6850
6;145;3498
2;146;420
3;146;468
7;145;687
5;145;790
4;145;3086
7;146;244
9;143;4345
3;147;19
2;147;20
6;146;3199
5;146;1117
7;147;43
