3;2;19
2;2;19
5;3;175
3;3;18
2;3;19
6;3;176
7;4;231
4;4;268
6;4;653
6;4;1003
3;4;19
2;4;19
5;4;62
6;5;1031
9;5;521
3;5;19
2;5;19
7;5;90
5;5;561
4;5;610
3;6;19
2;6;18
9;6;347
5;6;1360
8;5;3587
8;6;3292
11;5;3786
11;6;3424
6;6;1015
9;7;380
7;6;248
4;6;516
7;7;139
10;6;1341
6;7;111
2;7;18
3;7;593
10;7;950
11;7;618
3;8;19
5;7;1111
5;8;143
6;8;159
8;7;2262
4;7;1952
7;8;151
9;8;1412
2;8;19
4;8;513
8;8;932
10;8;236
5;9;545
3;9;968
10;9;3866
7;9;2939
4;9;1763
2;9;1655
11;8;5933
2;10;700
10;10;836
3;10;325
6;10;1221
5;10;1590
7;10;216
8;9;4089
11;9;4576
11;10;2454
2;11;816
10;11;324
9;9;7471
4;10;4161
5;11;1655
9;11;2057
3;11;19
11;11;340
7;11;140
8;11;400
6;11;515
9;12;348
3;12;19
10;12;433
7;12;119
2;12;19
6;12;160
5;12;128
8;12;311
4;12;1142
8;13;1729
7;13;919
5;13;2497
10;13;1709
4;13;172
9;13;332
3;13;327
2;13;19
11;12;4370
11;13;2088
6;13;1009
9;14;380
7;14;199
6;14;220
4;14;204
2;14;19
5;14;111
11;14;1717
10;14;336
9;15;1149
8;14;1963
3;15;19
2;15;20
5;15;404
10;15;772
8;15;552
6;15;1407
7;15;184
4;15;47
11;15;985
2;16;19
5;16;252
8;16;1350
7;16;91
4;16;262
3;16;780
6;16;1076
9;16;944
10;16;1054
11;16;1211
10;17;916
7;17;518
9;17;473
6;17;264
2;17;19
4;17;514
3;17;19
11;17;296
10;18;309
5;17;1925
8;17;3635
11;18;453
2;18;358
9;18;1954
3;18;19
4;18;1948
7;18;654
5;18;1372
6;18;1238
8;18;1239
9;19;505
3;19;19
2;19;19
5;19;268
10;19;951
4;19;112
7;19;59
6;19;518
8;19;401
11;19;1106
3;20;20
5;20;127
11;20;1187
8;20;1306
2;20;19
6;20;514
9;20;287
10;20;2012
4;20;518
7;20;108
2;21;19
7;21;216
6;21;111
3;21;18
5;21;498
11;21;821
4;21;964
8;21;1463
3;22;749
2;22;310
10;21;2381
8;22;481
4;22;155
6;22;482
7;22;447
5;22;939
9;21;5021
9;22;749
10;22;1683
8;23;276
6;23;579
7;23;123
3;23;23
2;23;19
5;23;144
9;23;412
4;23;512
11;22;5415
11;23;2486
10;23;2241
10;24;243
7;24;172
2;24;19
5;24;252
3;24;19
9;24;398
6;24;533
4;24;765
11;24;1059
8;24;1823
9;25;443
3;25;420
7;25;820
6;25;63
2;25;19
5;25;175
10;25;417
8;25;1104
4;25;79
11;25;299
