5078	1	-	96: 0x01E9CDAB FFFF0100 00000000 0CC17A3B 3A1A9B01 CA501EF0 008008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000426F
7796	1	4	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A 8E010000 0000011C 0001C800 011B0037 88
13457	1	4,5	96: 0x01E9CDAB FFFF0100 00000000 0CC17A3B 3A1A9B01 CA4F1EF0 008008F1 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000E5A7
13757	1	4	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A 1B030000 0000011C 0001C800 011B00E1 88
16715	4	1	96: 0x01E9CDAB FFFF0400 00000000 0CC17A3B 3A1A9B01 C94D1EF0 018008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 000097AF
19718	1	2,3,4	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A A8040000 0000011C 0001C800 011B0050 F0
19763	4	5	37: 0x00EBCDAB FFFF0400 00000000 0CC1003F 1188061A AB040000 0002011C 0001C800 011B00A6 75
23697	4	-	96: 0x01E9CDAB FFFF0400 00000000 0CC17A3B 3A1A9B01 C94D1EF0 018008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 000097AF
23697	1	-	96: 0x01E9CDAB FFFF0100 00000000 0CC17A3B 3A1A9B01 CA4E1EF0 008008F2 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 000011B5
25679	1	2,3,4	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A 35060000 0000011C 0001C800 011B00F4 A1
25723	4	5	37: 0x00EBCDAB FFFF0400 00000000 0CC1003F 1188061A 38060000 0002011C 0001C800 011B009D CD
31639	1	2,3,4	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A C2070000 0000011C 0001C800 011B0023 64
31684	4	5	37: 0x00EBCDAB FFFF0400 00000000 0CC1003F 1188061A C5070000 0002011C 0001C800 011B006C C9
37600	1	2,4	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A 4F090000 0000011C 0001C800 011B00B9 8B
37645	4	5	37: 0x00EBCDAB FFFF0400 00000000 0CC1003F 1188061A 52090000 0002011C 0001C800 011B0034 45
39987	4	1,2,3,5	96: 0x01E9CDAB FFFF0400 00000000 0CC17A3B 3A1A9B01 C94D1EF0 018008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 000097AF
42420	4	1	82: 0x21EC01CD AB010000 0000000C C1040000 0000000C C1416000 00000012 0040AAAA 00000000 0000C30C 00000000 0004AAAA 00000000 00000000 00FFFE00 00011100 6304001E 0180223D 162E000A AF080100 3037
42426	1	4	19: 0x022E01CD AB040000 0000000C C1020FB7 00D8C8
42720	3	4	23: 0x21EC01CD AB040000 0000000C C1030000 0000000C C1A070
