Random seed: 1202
11;1006305280; 1542651943; 3837001728; 484246346; 7;224;0
7;1375928320; 1771241505; 934936576; 3386770251; 6;224;0
8;2153709568; 1506869316; 2380464128; 1942684489; 8;224;0
6;2641362944; 3366453275; 1070923776; 3250783050; 7;224;0
3;617611264; 1993015315; 242810881; 4078830410; 7;226;0
2;185729024; 1918369814; 4078174209; 243532617; 8;224;0
9;2006843392; 1503920193; 2640379904; 1681326921; 8;224;0
4;1211432960; 3259891748; 3899260928; 422380361; 8;226;0
5;696975360; 1731526683; 2235760640; 2085880651; 6;226;0
10;4169793536; 1574699040; 1002045440; 3324838731; 6;224;0
