10;1552941056; 949878820; 2093875200; 2227307339; 6;6;0
5;361431040; 946929706; 257753088; 4063888203; 6;6;0
9;4142596096; 987562031; 3698130944; 623903562; 7;6;0
4;37945344; 1064108077; 2756706304; 1564934986; 7;6;0
7;1411448832; 949616667; 3803054080; 518652747; 6;4;0
3;2067070976; 1088684050; 4256038912; 65667915; 6;4;0
2;1510473728; 1082523672; 2953445376; 1368195915; 6;6;0
6;1081606144; 1070661662; 749273088; 3572433739; 6;4;0
11;153616384; 944046116; 2054946816; 2266301259; 6;4;0
8;2528837632; 937820213; 2720661504; 1602487114; 7;4;0
