12;493158400; 3672768528; 372506624; 3948741448; 9;112;0
17;2693529600; 1411186709; 3816947712; 505283401; 8;112;0
4;558956544; 511574032; 1847787521; 2473919303; 10;112;0
10;2279014400; 1425014805; 1267662848; 3053519691; 6;112;0
9;2251292672; 1437794325; 4206231552; 115409738; 7;112;0
8;3145728000; 2438725647; 3004694528; 1317012298; 7;112;0
15;2512257024; 1486880786; 105775104; 4215472970; 7;112;0
6;2180907008; 1519714325; 449904640; 3871802186; 7;112;0
7;2355494912; 1386151954; 2860384256; 1461322570; 7;112;0
3;2253455360; 1574240274; 3848470528; 473170763; 6;112;0
5;1799290880; 1450246165; 373424128; 3948217163; 6;112;0
13;1756889088; 1417936917; 3515547648; 806290250; 7;112;0
2;1492975616; 1393360917; 1880424448; 2441282379; 6;110;0
11;1351942144; 1414594581; 3770089472; 551093066; 7;112;0
14;1259077632; 1483866133; 1922826240; 2398356299; 6;112;0
16;1279524864; 1511784466; 258932736; 4062118731; 6;110;0
