3;1223426048; 1573519381; 948764672; 3379954506; 299892743;112;0
20;1311637504; 1482620946; 2389966848; 1931084619; 6;110;0
13;1663434752; 1766391823; 2104098816; 2217083723; 6;112;0
10;1026818048; 1370161173; 1947205632; 2373976907; 6;112;0
15;954990592; 1277689877; 899678208; 3421635402; 7;110;0
9;3674013696; 1629814799; 3468689409; 853082951; 10;110;0
17;416808960; 3426484240; 4183359489; 137757509; 12;110;0
23;801243136; 1435697173; 890896384; 3430220618; 7;110;0
16;1133248512; 1510211602; 1916731392; 2404385610; 7;110;0
22;886898688; 1541603349; 1247477760; 3073573706; 7;112;0
19;591790080; 1296302101; 3180199936; 1140851531; 6;110;0
14;854458368; 1472790549; 3074424832; 1246823242; 7;110;0
4;1707671552; 2473918482; 2371944448; 1949762376; 9;112;0
11;421134336; 1371930645; 2705850368; 1618281291; 6;110;0
18;2724659200; 1447755796; 542375936; 3778741066; 7;110;0
7;344195072; 1474625557; 923009024; 3398763338; 7;110;0
5;981336064; 1942159375; 519503872; 3802137420; 5;112;0
24;477233152; 1606615058; 761397248; 3559654219; 6;112;0
6;146472960; 1518600213; 2184642560; 2137129802; 7;110;0
12;512491520; 1814954002; 3611099136; 710214473; 8;110;0
25;1781202944; 4220649487; 703660032; 3617391432; 304611337;112;0
2;4275568640; 1486553108; 1986002944; 2335638347; 6;112;0
21;30736384; 1905524751; 3847487488; 473498443; 6;112;0
8;3651600384; 1462108177; 3904634880; 417071945; 8;112;0
