4513	1	4,5	96: 0x01E9CDAB FFFF0100 00000000 0CC17A3B 3A1A9B01 CA501EF0 008008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000426F
7231	1	5	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A 8E010000 0000011C 0001C800 011B0037 88
12891	1	2,5	96: 0x01E9CDAB FFFF0100 00000000 0CC17A3B 3A1A9B01 CA4F1EF0 008008F1 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000E5A7
13191	1	4,5	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A 1B030000 0000011C 0001C800 011B00E1 88
17080	5	1,4	96: 0x01E9CDAB FFFF0500 00000000 0CC17A3B 3A1A9B01 C94C1EF0 018008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000C81D
19152	1	3,5	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A A8040000 0000011C 0001C800 011B0050 F0
19197	4	2	37: 0x00EBCDAB FFFF0400 00000000 0CC1003F 1188061A AB040000 0004011C 0001C800 011B0074 9D
19212	5	4	37: 0x00EBCDAB FFFF0500 00000000 0CC1003F 1188061A AC040000 0002011C 0001C800 011B0050 7C
19407	4	1,3,5	96: 0x01E9CDAB FFFF0400 00000000 0CC17A3B 3A1A9B01 C84D1EF0 028008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 00007EF6
21735	3	1,2,5	96: 0x01E9CDAB FFFF0300 00000000 0CC17A3B 3A1A9B01 C74E1EF0 038008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000E4ED
23131	5	-	96: 0x01E9CDAB FFFF0500 00000000 0CC17A3B 3A1A9B01 C94C1EF0 018008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000C81D
23131	1	-	96: 0x01E9CDAB FFFF0100 00000000 0CC17A3B 3A1A9B01 CA4E1EF0 008008F2 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 000011B5
25113	1	5	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A 35060000 0000011C 0001C800 011B00F4 A1
25128	2	-	37: 0x00EBCDAB FFFF0200 00000000 0CC1003F 1188061A 36060000 0008011C 0001C800 011B00E1 13
25143	3	2	37: 0x00EBCDAB FFFF0300 00000000 0CC1003F 1188061A 37060000 0006011C 0001C800 011B0001 23
25158	4	3	37: 0x00EBCDAB FFFF0400 00000000 0CC1003F 1188061A 38060000 0004011C 0001C800 011B004F 25
25173	5	4	37: 0x00EBCDAB FFFF0500 00000000 0CC1003F 1188061A 39060000 0002011C 0001C800 011B0086 7C
25458	2	1,3,4,5	96: 0x01E9CDAB FFFF0200 00000000 0CC17A3B 3A1A9B01 C64F1EF0 048008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000F876
28251	4	1,2,3,5	96: 0x01E9CDAB FFFF0400 00000000 0CC17A3B 3A1A9B01 C84D1EF0 028008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 00007EF6
31074	1	5	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A C2070000 0000011C 0001C800 011B0023 64
31089	2	-	37: 0x00EBCDAB FFFF0200 00000000 0CC1003F 1188061A C3070000 0006011C 0001C800 011B0099 C7
31104	3	-	37: 0x00EBCDAB FFFF0300 00000000 0CC1003F 1188061A C4070000 0006011C 0001C800 011B006F CE
31119	4	2,3	37: 0x00EBCDAB FFFF0400 00000000 0CC1003F 1188061A C5070000 0004011C 0001C800 011B00BE 21
31134	5	4	37: 0x00EBCDAB FFFF0500 00000000 0CC1003F 1188061A C6070000 0002011C 0001C800 011B0023 E8
31644	5	1	102: 0x21EC01CD AB010000 0000000C C1050000 0000000C C17A333A 9B0106DB 1EF00180 08F00000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 358E
31652	1	5	19: 0x022E01CD AB050000 0000000C C1020FD6 000031
31974	3	1,2,4	96: 0x01E9CDAB FFFF0300 00000000 0CC17A3B 3A1A9B01 C74E1EF0 038008F0 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 0000E4ED
32440	2	1,4	96: 0x01E9CDAB FFFF0200 00000000 0CC17A3B 3A1A9B01 C74E1EF0 038008F1 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 00000CE8
33476	3	4	102: 0x21EC01CD AB040000 0000000C C1030000 0000000C C17A333A 9B0104DA 1EF00380 08F00000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 B633
33483	4	3	19: 0x022E01CD AB030000 0000000C C1020FB7 00404A
34242	3	4	82: 0x21EC02CD AB040000 0000000C C1030000 0000000C C1416000 00000012 0040AAAA 00000000 0000C30C 00000000 0003AAAA 00000000 00000000 00FFFE00 00011100 6304001E 0380223D 162E000A AF090100 4B0D
34248	4	3	19: 0x022E02CD AB030000 0000000C C1020F00 0058E5
34257	4	5	82: 0x21EC01CD AB050000 0000000C C1040000 0000000C C1416000 00000012 003FAAAA 00000000 0000C30C 00000000 0003AAAA 00000000 00000000 00FFFE00 00011100 6304001E 0280223D 162E000A AF090100 018B
34263	5	4	19: 0x022E01CD AB040000 0000000C C1020FAB 0160E5
34452	5	1	82: 0x21EC02CD AB010000 0000000C C1050000 0000000C C1416000 00000012 003EAAAA 00000000 0000C30C 00000000 0003AAAA 00000000 00000000 00FFFE00 00011100 6304001E 0159223D 162E000A AF090100 5A15
34459	1	5	19: 0x022E02CD AB050000 0000000C C1020FE1 0F23EA
36494	5	1	102: 0x21EC03CD AB010000 0000000C C1050000 0000000C C17A333A 9B01071D 1EF0013E 08F00000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 5E79
36501	1	5	19: 0x022E03CD AB050000 0000000C C1020F00 00BFAA
36539	3	4	102: 0x21EC03CD AB040000 0000000C C1030000 0000000C C17A333A 9B01051C 1EF0033E 08F00000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 DDC4
36546	4	3	19: 0x022E03CD AB030000 0000000C C1020FAB 01ACF7
36629	2	1	96: 0x01E9CDAB FFFF0200 00000000 0CC17A3B 3A1A9B01 C74E1EF0 038008F1 0000AAAA 00000000 00000000 00FFFE00 0001040E 00080C0A 03800080 0001000A 003C081E 40400000 00000000 00000000 0000AAAA 00000000 00000000 00000000 00000CE8
36810	4	5	102: 0x21EC02CD AB050000 0000000C C1040000 0000000C C17A333A 9B0105FF 1EF00259 08F00000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 FB78
36817	5	4	19: 0x022E02CD AB040000 0000000C C1020FE1 0F766F
37035	1	5	37: 0x00EBCDAB FFFF0100 00000000 0CC1003F 1188061A 4F090000 0000011C 0001C800 011B00B9 8B
37049	2	-	37: 0x00EBCDAB FFFF0200 00000000 0CC1003F 1188061A 50090000 0006011C 0001C800 011B0078 63
37065	3	-	37: 0x00EBCDAB FFFF0300 00000000 0CC1003F 1188061A 51090000 0006011C 0001C800 011B0063 D2
37080	4	2,3	37: 0x00EBCDAB FFFF0400 00000000 0CC1003F 1188061A 52090000 0004011C 0001C800 011B00E6 AD
37095	5	4	37: 0x00EBCDAB FFFF0500 00000000 0CC1003F 1188061A 53090000 0002011C 0001C800 011B002F F4
38086	4	5	102: 0x21EC03CD AB050000 0000000C C1040000 0000000C C17A333A 9B01061A 1EF0023E 08F00000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 CDAE
38093	5	4	19: 0x022E03CD AB040000 0000000C C1020FD6 000124
39602	2	-	102: 0x21EC01CD AB040000 0000000C C1020000 0000000C C17A333A 9B0104DA 1EF00380 08F10000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 9A01
39602	3	-	102: 0x21EC04CD AB040000 0000000C C1030000 0000000C C17A333A 9B01052F 1EF0032B 08F00000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 1665
39858	2	-	102: 0x21EC01CD AB040000 0000000C C1020000 0000000C C17A333A 9B0104DA 1EF00380 08F10000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 9A01
39858	3	-	102: 0x21EC04CD AB040000 0000000C C1030000 0000000C C17A333A 9B01052F 1EF0032B 08F00000 AAAA0000 00000000 000000FF FE000001 040E0008 0C0A0380 00800001 000A003C 081E4040 00000000 00000000 00000000 AAAA0000 00000000 00000000 00000000 1665
